2026-05-26 16:45:01,951 | numexpr.utils | INFO | NumExpr defaulting to 16 threads.
2026-05-26 16:45:10,313 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,313 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,313 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,313 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,313 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,313 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,313 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,313 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,314 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,315 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,316 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,317 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,318 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,319 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,320 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,321 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,322 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,323 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,324 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,325 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,326 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,327 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,328 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,329 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,330 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,331 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,332 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,333 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,334 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
2026-05-26 16:45:10,335 | root | INFO | Similituds trobades per a recomanació simple
