2026-05-26 21:22:44,259 | root | INFO | Afegint: '0195153448'
2026-05-26 21:22:44,272 | root | INFO | Afegint: '0590629719'
2026-05-26 21:22:44,272 | root | INFO | Afegint: '0671023616'
2026-05-26 21:22:44,272 | root | INFO | Afegint: '0671027387'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0684848783'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0743486226'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0786863986'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0803251718'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0804117934'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '140003180X'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '155874262X'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0060987103'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0151008116'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0375704965'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0525947647'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0804111359'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '1558744150'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0435272683'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '006102063X'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0060013117'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0060199563'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '006052779X'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0060563079'
2026-05-26 21:22:44,273 | root | INFO | Afegint: '0060809027'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0061040967'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0061050474'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0061052515'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0061052523'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0064472264'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0140620664'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0312148267'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0312156960'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0312890044'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '034543191X'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0373836023'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0375751513'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0375801677'
2026-05-26 21:22:44,274 | root | INFO | Afegint: '0375814248'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0375823352'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '037582345X'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0375823468'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0380730448'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0380973839'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0385327773'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0394586239'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0439510112'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0440241413'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0451409256'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0451523415'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0451526279'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0451526341'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0486415864'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0553280589'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0571197639'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0670035262'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0679423079'
2026-05-26 21:22:44,275 | root | INFO | Afegint: '0679751343'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0684833395'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0743245024'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0749748001'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0749748028'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0963094424'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '1401201172'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '1563892278'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '1563898586'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '156971620X'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '1592571301'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0374270325'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0375719180'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0440235502'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '044023722X'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '1573225487'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '1853260673'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0060977477'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0345391691'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0520011171'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0553278746'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0670856045'
2026-05-26 21:22:44,276 | root | INFO | Afegint: '0872200760'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0937858994'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0671649949'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0590431110'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0064470113'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0553571486'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0972044205'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0312963009'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0345430476'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0345435869'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0380728729'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '038081840X'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0449912302'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '055329198X'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0671018930'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0812541642'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0312988699'
2026-05-26 21:22:44,277 | root | INFO | Afegint: '0486282112'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '8483007010'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0670815373'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0385313748'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '1575843366'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0684193957'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0345371984'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0380730138'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '1573228737'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '9681500555'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0380711109'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0452283914'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0425120279'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '067153484X'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0380728273'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '8433914545'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '8484509141'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0446606197'
2026-05-26 21:22:44,278 | root | INFO | Afegint: '0771076002'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0771088191'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '1559703237'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '3596214629'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0062770500'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0671847546'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0060188731'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0140374248'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0142001740'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0195086295'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0312995423'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0380704587'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0380815923'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0385416342'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0385418493'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '038542471X'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0425098109'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0449005410'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0449202631'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0449207544'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0515128554'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0517577402'
2026-05-26 21:22:44,279 | root | INFO | Afegint: '0590450875'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0590481371'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '067103619X'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0684177730'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0684180200'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0743411269'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0743470389'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '076218857X'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0767905938'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0800706544'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0801096677'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0849953014'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0891091963'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0915811537'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0927545373'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '1575024179'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '1880185008'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0140345809'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0156528207'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0380012863'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0451154916'
2026-05-26 21:22:44,280 | root | INFO | Afegint: '0785815147'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0875421288'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '1567184294'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '156718796X'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '1862047626'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0020437501'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0198320264'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0373196989'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0373245580'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0451527747'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0671867113'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0812504208'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0060173289'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0060973897'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '006101351X'
2026-05-26 21:22:44,281 | root | INFO | Afegint: '0140104682'
2026-05-26 21:22:44,282 | root | INFO | Afegint: '0312143370'
2026-05-26 21:22:44,282 | root | INFO | Afegint: '0316666343'
2026-05-26 21:22:44,282 | root | INFO | Afegint: '039456894X'
2026-05-26 21:22:44,282 | root | INFO | Afegint: '0440224675'
